ItemCode,Branch,InventoryQuantity
3419,Edmonton F&S,52
3419,Seattle F&S,998
3419,Tampa F&S,7835
3419,Toronto F&S,540
3420,Atlanta F&S,2
3420,Baltimore F&S,8
3420,Edmonton F&S,148
3420,Houston F&S,856
3420,Montreal F&S,28
3420,Seattle F&S,889
3420,Tampa F&S,2876
3421,Atlanta F&S,1
3421,Baltimore F&S,108
3421,Edmonton F&S,108
3421,Great Lakes CC,105
3421,Houston F&S,28088
3421,Montreal F&S,228
3421,Seattle F&S,1715
3421,Tampa F&S,437
3422,Atlanta F&S,2
3422,Baltimore F&S,8
3422,Edmonton F&S,160
3422,Houston F&S,1010
3422,Montreal F&S,28
3422,Seattle F&S,530
3422,Tampa F&S,480
3423,Edmonton F&S,200
3423,Houston F&S,940
3423,Montreal F&S,246
3423,Seattle F&S,2240
3423,Toronto F&S,1063
3428,Baltimore F&S,798
3429,Atlanta F&S,80
3429,Edmonton F&S,48
3429,Fontana,38
3429,Houston F&S,204
3429,Sacramento Main,4
3429,Seattle F&S,229
3429,Tampa F&S,142
343,Fontana,48
343,Houston F&S,136
343,Montreal F&S,17
343,Seattle F&S,34
343,Tampa F&S,562
343,Toronto F&S,495
343,USD Region Offices,1184
3432,Seattle F&S,67
344,Atlanta F&S,1
344,Edmonton F&S,12
344,Fontana,95
344,Seattle F&S,55
344,Tampa F&S,7
344,Toronto F&S,778
344,USD Region Offices,940
3442,Atlanta F&S,2178
3442,Baltimore F&S,26755
3442,Edmonton F&S,4361
3442,Fontana,200
3442,Great Lakes CC,4077
3442,Montreal F&S,50
3442,Sacramento Main,50
3442,Seattle F&S,156
3442,Tampa F&S,51201
3442,Toronto F&S,24893
3442,USD Region Offices,56
3447,Fontana,1700
3447,Sacramento Main,846
3447,Seattle F&S,1229
3447,Toronto F&S,826
3448,Atlanta F&S,506
3448,Baltimore F&S,5728
3448,Edmonton F&S,22388
3448,Fontana,6508
3448,Great Lakes CC,4074
3448,Houston F&S,4488
3448,Montreal F&S,1500
3448,Sacramento Main,652
3448,Seattle F&S,500
3448,Tampa F&S,1460
3448,Toronto F&S,35431
3448,USD Region Offices,6984
3448,Vancouver F&S,512
345,Seattle F&S,44
345,Toronto F&S,154
3458,Edmonton F&S,24
3459,Edmonton F&S,4
346,Sacramento Main,5
346,Seattle F&S,37
346,Toronto F&S,906
346,USD Region Offices,1200
3464,Baltimore F&S,588
3464,Montreal F&S,702
3464,Seattle F&S,164
3467,Atlanta F&S,14699
3467,Baltimore F&S,13241
3467,Edmonton F&S,57736
3467,Great Lakes CC,8160
3467,Houston F&S,16464
3467,Montreal F&S,136
3467,Seattle F&S,19946
3467,Tampa F&S,5856
3467,Toronto F&S,123812
3468,Atlanta F&S,530
3468,Baltimore F&S,8557
3468,Edmonton F&S,8321
3468,Fontana,11500
3468,Great Lakes CC,20793
3468,Houston F&S,2548
3468,Montreal F&S,18
3468,Seattle F&S,5854
3468,Tampa F&S,3294
3468,Toronto F&S,30400
3468,USD Region Offices,14770
3469,Sacramento Main,200
3469,Seattle F&S,507
3469,Toronto F&S,24
3475,Atlanta F&S,1111
3475,Baltimore F&S,935
3475,Fontana,4500
3475,Great Lakes CC,606
3475,Houston F&S,884
3475,Sacramento Main,1759
3475,Seattle F&S,9120
3475,Tampa F&S,169
3475,Toronto F&S,330
3475,USD Region Offices,1534
3476,Atlanta F&S,5968
3476,Baltimore F&S,1743
3476,Fontana,5446
3476,Great Lakes CC,700
3476,Houston F&S,600
3476,Seattle F&S,16440
3476,Toronto F&S,3316
3477,Montreal F&S,526
3477,Vancouver F&S,1062
3479,Baltimore F&S,5458
3479,Edmonton F&S,4573
3479,Fontana,4134
3479,Great Lakes CC,922
3479,Houston F&S,700
3479,Seattle F&S,365
3479,Toronto F&S,5892
3479,USD Region Offices,5800
3479,Vancouver F&S,200
348,Fontana,19
348,Houston F&S,4
348,Sacramento Main,1
348,Seattle F&S,27
348,Tampa F&S,57
348,Toronto F&S,831
348,USD Region Offices,20
348,Vancouver F&S,9
3480,Atlanta F&S,10439
3481,Atlanta F&S,13185
3481,Houston F&S,5976
3481,Tampa F&S,7042
3484,Toronto F&S,24
3488,Edmonton F&S,2
3488,Sacramento Main,2
3488,Toronto F&S,9
349,Edmonton F&S,7
349,Fontana,242
349,Houston F&S,36
349,Montreal F&S,20
349,Sacramento Main,2
349,Seattle F&S,167
349,Tampa F&S,114
349,Toronto F&S,1466
349,USD Region Offices,408
349,Vancouver F&S,1
3492,Fontana,130
3497,Edmonton F&S,273
3497,Toronto F&S,9698
3498,Toronto F&S,81
3499,Toronto F&S,129
350,Fontana,1077
350,Great Lakes CC,6
350,Houston F&S,26
350,Montreal F&S,87
350,Seattle F&S,716
350,Tampa F&S,2
350,Toronto F&S,3155
350,USD Region Offices,22
3500,Toronto F&S,62
351,Edmonton F&S,6
351,Fontana,464
351,Great Lakes CC,2
351,Houston F&S,355
351,Montreal F&S,78
351,Seattle F&S,18
351,Tampa F&S,1229
351,Toronto F&S,3084
351,USD Region Offices,750
351,Vancouver F&S,119
352,Atlanta F&S,25
352,Baltimore F&S,23
352,Edmonton F&S,77
352,Fontana,1684
352,Great Lakes CC,119
352,Houston F&S,1843
352,Montreal F&S,2080
352,Sacramento Main,157
352,Seattle F&S,965
352,Tampa F&S,3372
352,Toronto F&S,18255
352,USD Region Offices,440
352,Vancouver F&S,341
3521,Seattle F&S,14
353,Tampa F&S,482
353,USD Region Offices,3960
3539,Atlanta F&S,9
3539,Baltimore F&S,9
3539,USD Region Offices,72
354,Baltimore F&S,484
354,Houston F&S,104
354,Tampa F&S,781
354,Toronto F&S,88
3540,Atlanta F&S,53798
3540,Baltimore F&S,33744
3540,Fontana,8091
3540,Great Lakes CC,2226
3540,Houston F&S,22667
3540,Sacramento Main,1321
3540,Seattle F&S,1048
3540,Tampa F&S,28467
3540,USD Region Offices,670
3541,Baltimore F&S,152
3541,Tampa F&S,200
3541,USD Region Offices,4254
3542,Atlanta F&S,18478
3542,Baltimore F&S,1940
3542,Great Lakes CC,18
3542,Houston F&S,331
3542,Tampa F&S,10347
3542,USD Region Offices,56
3548,Toronto F&S,1380
3550,Edmonton F&S,12206
3550,Great Lakes CC,567
3550,Montreal F&S,1214
3550,Seattle F&S,150
3550,Toronto F&S,1701
3550,Vancouver F&S,2248
3552,Fontana,1136
3552,Sacramento Main,34
3552,Seattle F&S,1716
3555,Atlanta F&S,474
3555,Edmonton F&S,1360
3555,Great Lakes CC,356
3555,Linden,550
3555,Toronto F&S,2000
3555,USD Region Offices,50
3556,Atlanta F&S,12
3556,Houston F&S,8
3556,Tampa F&S,20
3557,Atlanta F&S,33645
3557,Houston F&S,7856
3557,Tampa F&S,30606
3557,USD Region Offices,4842
3558,Atlanta F&S,437
3558,Houston F&S,2896
3558,Tampa F&S,223
3559,Atlanta F&S,223
3559,Houston F&S,4542
3559,Tampa F&S,1173
356,Seattle F&S,390
356,Tampa F&S,258
356,Toronto F&S,1742
3560,Atlanta F&S,269
3560,Tampa F&S,169
3561,Seattle F&S,232
3564,Atlanta F&S,45
3564,Houston F&S,40
3567,Tampa F&S,750
3568,Atlanta F&S,186
3568,Baltimore F&S,195
3568,Great Lakes CC,1400
3568,Houston F&S,7844
3568,Tampa F&S,18466
357,Toronto F&S,32
3571,Atlanta F&S,2300
3571,Baltimore F&S,618
3571,USD Region Offices,2400
3572,Baltimore F&S,35
3572,Houston F&S,80
3572,Seattle F&S,6
3572,Tampa F&S,96
3573,Atlanta F&S,2
3573,Houston F&S,80
3573,Seattle F&S,5
3573,Tampa F&S,470
3574,Tampa F&S,77
3575,Atlanta F&S,226
3575,Baltimore F&S,11
3575,Houston F&S,80
3575,Seattle F&S,17
3575,Tampa F&S,584
3577,Baltimore F&S,13
3578,Baltimore F&S,20
3578,Houston F&S,98
3579,Atlanta F&S,23
3579,Houston F&S,40
358,Edmonton F&S,16
358,Fontana,94
358,Houston F&S,978
358,Seattle F&S,194
358,Tampa F&S,531
358,Toronto F&S,2776
3580,Atlanta F&S,173
3580,Houston F&S,18
3581,Atlanta F&S,1150
3581,Baltimore F&S,3
3581,Houston F&S,48
3582,Atlanta F&S,157
3582,Baltimore F&S,7
3582,Houston F&S,40
3583,Atlanta F&S,745
3583,Houston F&S,68
3583,Tampa F&S,1
3584,Atlanta F&S,675
3584,Baltimore F&S,39
3585,Atlanta F&S,423
3585,Baltimore F&S,88
3585,Houston F&S,68
3586,Atlanta F&S,218
3586,Baltimore F&S,29
3586,Houston F&S,76
3587,Atlanta F&S,385
3587,Baltimore F&S,44
3587,Houston F&S,200
3588,Atlanta F&S,336
3588,Houston F&S,80
359,Edmonton F&S,315
359,Fontana,60
359,Seattle F&S,259
359,Tampa F&S,420
359,Toronto F&S,3968
3590,Atlanta F&S,90
3590,Houston F&S,138
3591,Atlanta F&S,2284
3591,Baltimore F&S,1
3591,Houston F&S,52
3592,Atlanta F&S,177
3592,Houston F&S,38
3593,Atlanta F&S,1564
3593,Baltimore F&S,4
3593,Houston F&S,38
3594,Atlanta F&S,138
3594,Baltimore F&S,1
3594,Houston F&S,64
3595,Atlanta F&S,368
3595,Baltimore F&S,3
3595,Houston F&S,76
3596,Atlanta F&S,629
3596,Baltimore F&S,2
3596,Houston F&S,108
3597,Atlanta F&S,370
3597,Baltimore F&S,20
3598,Atlanta F&S,233
3598,Houston F&S,138
3599,Atlanta F&S,546
3599,Baltimore F&S,99
3599,Houston F&S,200
3599,Tampa F&S,1
36,Atlanta F&S,276
36,Toronto F&S,42
36,USD Region Offices,690
360,Seattle F&S,170
360,Toronto F&S,512
3600,Atlanta F&S,392
3600,Baltimore F&S,3613
3600,Houston F&S,98
3601,Atlanta F&S,724
3601,Baltimore F&S,92
3601,Seattle F&S,710
3602,Atlanta F&S,1336
3603,Atlanta F&S,156
3603,Houston F&S,340
3604,Atlanta F&S,153
3604,Houston F&S,346
3605,Baltimore F&S,100
3605,Great Lakes CC,33
3605,Tampa F&S,580
3606,Atlanta F&S,20000
3606,Baltimore F&S,17000
3606,Fontana,102152
3606,Houston F&S,67360
3606,Seattle F&S,116300
3606,Tampa F&S,103500
3606,Vancouver F&S,200
3608,Atlanta F&S,80
3609,Atlanta F&S,26
3609,Tampa F&S,430
361,Fontana,4
361,Houston F&S,170
361,Toronto F&S,3080
3610,Atlanta F&S,92
3610,Tampa F&S,134
3611,Atlanta F&S,196
3613,Atlanta F&S,208
3614,Atlanta F&S,47
3615,Atlanta F&S,60
3616,Atlanta F&S,118
3617,Atlanta F&S,149
3618,Atlanta F&S,54
3619,Edmonton F&S,52
362,Atlanta F&S,1
362,Fontana,71
362,Houston F&S,36
362,Montreal F&S,37
362,Seattle F&S,9
362,Tampa F&S,60
362,Toronto F&S,1213
362,USD Region Offices,170
3623,Edmonton F&S,95
3626,Atlanta F&S,2191
3626,Baltimore F&S,204
3626,Edmonton F&S,1006
3626,Fontana,7262
3626,Great Lakes CC,1319
3626,Montreal F&S,1204
3626,Sacramento Main,550
3626,Seattle F&S,561
3626,Toronto F&S,193
3626,Vancouver F&S,685
3627,Tampa F&S,20
3627,USD Region Offices,296
363,Atlanta F&S,31
363,Tampa F&S,9
3631,Seattle F&S,507
364,Toronto F&S,66
365,Houston F&S,120
365,Toronto F&S,3339
3657,Atlanta F&S,4300
3657,Baltimore F&S,20000
3657,Seattle F&S,27050
3657,Tampa F&S,15000
3657,Vancouver F&S,200
366,Baltimore F&S,56
366,Montreal F&S,2
366,Toronto F&S,1225
3661,Montreal F&S,450
367,Fontana,8
368,Edmonton F&S,6
368,Fontana,30
368,Houston F&S,8
368,Seattle F&S,5
368,Tampa F&S,85
368,Toronto F&S,971
3682,Tampa F&S,147
3684,Fontana,4435
3684,Sacramento Main,1968
3684,Seattle F&S,3660
369,Edmonton F&S,33
369,Fontana,170
369,Great Lakes CC,47
369,Houston F&S,192
369,Montreal F&S,514
369,Sacramento Main,72
369,Seattle F&S,64
369,Tampa F&S,1323
369,Toronto F&S,3155
369,USD Region Offices,4
369,Vancouver F&S,89
3693,Seattle F&S,175
3698,Fontana,1419
3698,Sacramento Main,98
3698,Seattle F&S,1618
37,Atlanta F&S,10
37,Fontana,12
37,Houston F&S,14
37,Toronto F&S,214
37,USD Region Offices,416
370,Edmonton F&S,3
370,Fontana,928
370,Great Lakes CC,37
370,Houston F&S,468
370,Montreal F&S,586
370,Sacramento Main,53
370,Seattle F&S,120
370,Tampa F&S,1143
370,Toronto F&S,3128
370,USD Region Offices,50
370,Vancouver F&S,42
371,Fontana,144
371,Houston F&S,68
371,Montreal F&S,83
371,Tampa F&S,54
371,Toronto F&S,1181
3718,Fontana,383
3720,Houston F&S,496
3720,Sacramento Main,104
3720,Toronto F&S,1472
3721,Atlanta F&S,10016
3721,Baltimore F&S,166
3721,Houston F&S,1989
3721,Tampa F&S,19622
3722,Atlanta F&S,34
3722,Houston F&S,40
3724,Atlanta F&S,32
3725,Atlanta F&S,28
3729,Tampa F&S,300
373,Atlanta F&S,62
373,Edmonton F&S,4
373,Fontana,12
373,Houston F&S,13
373,Montreal F&S,21
373,Sacramento Main,8
373,Seattle F&S,11
373,Tampa F&S,133
373,Toronto F&S,440
373,USD Region Offices,14
373,Vancouver F&S,5
3730,Houston F&S,136
3731,Tampa F&S,900
3732,Houston F&S,24
3733,Atlanta F&S,650
3734,Atlanta F&S,650
3739,Atlanta F&S,106
3739,Fontana,73
3739,Sacramento Main,16
3739,Seattle F&S,208
3739,USD Region Offices,600
374,Atlanta F&S,62
374,Edmonton F&S,4
374,Fontana,21
374,Great Lakes CC,4
374,Houston F&S,20
374,Montreal F&S,17
374,Sacramento Main,8
374,Seattle F&S,17
374,Tampa F&S,141
374,Toronto F&S,144
374,USD Region Offices,14
374,Vancouver F&S,18
3740,Atlanta F&S,99
3740,Fontana,21
3740,Sacramento Main,5
3740,Seattle F&S,144
375,Toronto F&S,66
375,Vancouver F&S,14
376,Fontana,4
376,Houston F&S,28
376,Montreal F&S,1
376,Seattle F&S,8
376,Tampa F&S,10
376,Toronto F&S,13
376,USD Region Offices,14
377,Seattle F&S,4
377,Toronto F&S,40
378,Houston F&S,32
378,Seattle F&S,4
378,Tampa F&S,1
378,USD Region Offices,4
379,Seattle F&S,18
379,Tampa F&S,8
379,Toronto F&S,32
38,Atlanta F&S,30
38,Toronto F&S,6
38,USD Region Offices,724
380,Fontana,44
380,Tampa F&S,11
380,Toronto F&S,8
381,Baltimore F&S,334
381,Edmonton F&S,69
381,Fontana,2036
381,Great Lakes CC,338
381,Houston F&S,1179
381,Montreal F&S,2321
381,Sacramento Main,155
381,Seattle F&S,1547
381,Tampa F&S,3966
381,Toronto F&S,23649
381,USD Region Offices,10
381,Vancouver F&S,181
387,Seattle F&S,31
387,Toronto F&S,20
388,Seattle F&S,34
388,Toronto F&S,54
389,Toronto F&S,556
39,Atlanta F&S,12
39,Fontana,15
39,Toronto F&S,72
39,USD Region Offices,182
39,Vancouver F&S,8
390,Seattle F&S,20
390,Toronto F&S,1
3902,Atlanta F&S,14233
3902,Baltimore F&S,1162
3902,Houston F&S,12538
3902,Sacramento Main,444
3902,Seattle F&S,619
3902,Tampa F&S,23448
391,Seattle F&S,44
3912,Fontana,388
3912,Sacramento Main,23
3912,Seattle F&S,416
392,Tampa F&S,7
392,Toronto F&S,79
393,Atlanta F&S,5905
394,Atlanta F&S,656
395,Atlanta F&S,730
395,Houston F&S,54
396,Atlanta F&S,4684
396,Houston F&S,100
397,Atlanta F&S,1173
3972,Atlanta F&S,34
3973,Atlanta F&S,253
3975,Atlanta F&S,199
3975,Baltimore F&S,41
3975,Houston F&S,1272
3975,Tampa F&S,1762
3981,Atlanta F&S,2001
3981,Baltimore F&S,16229
3981,Edmonton F&S,13096
3981,Fontana,35975
3981,Great Lakes CC,2127
3981,Houston F&S,88724
3981,Montreal F&S,16063
3981,Sacramento Main,11059
3981,Seattle F&S,34037
3981,Tampa F&S,56844
3981,Toronto F&S,60432
3981,USD Region Offices,138200
3981,Vancouver F&S,10100
3982,Baltimore F&S,19
3982,Edmonton F&S,50
3982,Montreal F&S,261
3982,Tampa F&S,27
3982,Toronto F&S,72
3983,Atlanta F&S,942
3983,Baltimore F&S,26
3983,Edmonton F&S,1843
3983,Fontana,1236
3983,Great Lakes CC,80
3983,Houston F&S,5344
3983,Montreal F&S,93
3983,Sacramento Main,160
3983,Seattle F&S,391
3983,Tampa F&S,6956
3983,Toronto F&S,14333
3983,USD Region Offices,1980
3983,Vancouver F&S,832
3984,Atlanta F&S,175
3984,Baltimore F&S,1132
3984,Edmonton F&S,3602
3984,Montreal F&S,3459
3984,Sacramento Main,798
3984,Seattle F&S,468
3984,Tampa F&S,1369
3984,Toronto F&S,18799
3984,USD Region Offices,80
3985,Atlanta F&S,1446
3985,Baltimore F&S,12789
3985,Edmonton F&S,6203
3985,Fontana,6080
3985,Great Lakes CC,11685
3985,Houston F&S,17064
3985,Linden,2784
3985,Montreal F&S,15993
3985,Sacramento Main,3924
3985,Seattle F&S,19860
3985,Tampa F&S,87474
3985,Toronto F&S,98135
3985,USD Region Offices,184
3985,Vancouver F&S,8912
3986,Atlanta F&S,747
3986,Baltimore F&S,420
3986,Edmonton F&S,850
3986,Fontana,48
3986,Great Lakes CC,2332
3986,Houston F&S,20
3986,Montreal F&S,576
3986,Toronto F&S,1008
3986,Vancouver F&S,12
3987,Atlanta F&S,25775
3987,Baltimore F&S,9491
3987,Edmonton F&S,34562
3987,Fontana,35407
3987,Great Lakes CC,17129
3987,Houston F&S,8051
3987,Linden,1925
3987,Montreal F&S,41783
3987,Sacramento Main,36951
3987,Seattle F&S,83718
3987,Tampa F&S,88116
3987,Toronto F&S,212974
3987,USD Region Offices,38274
3987,Vancouver F&S,5007
3989,Baltimore F&S,2734
3989,Edmonton F&S,112
3989,Fontana,10252
3989,Great Lakes CC,1775
3989,Montreal F&S,34
3989,Sacramento Main,1807
3989,Seattle F&S,7501
3989,Tampa F&S,1144
3989,Toronto F&S,18533
3989,Vancouver F&S,6336
3991,Atlanta F&S,190729
3991,Baltimore F&S,132508
3991,Edmonton F&S,1400
3991,Fontana,77969
3991,Great Lakes CC,14574
3991,Houston F&S,156983
3991,Montreal F&S,25784
3991,Sacramento Main,14239
3991,Seattle F&S,39112
3991,Tampa F&S,193282
3991,Toronto F&S,165880
3991,USD Region Offices,1326
3991,Vancouver F&S,1196
3993,Great Lakes CC,8
3993,Tampa F&S,1218
3994,Atlanta F&S,7751
3994,Baltimore F&S,792
3994,Fontana,74
3994,Houston F&S,3896
3994,Montreal F&S,159
3994,Seattle F&S,4
3994,Tampa F&S,8123
3994,Toronto F&S,30
3995,Atlanta F&S,16074
3995,Baltimore F&S,73
3995,Fontana,1157
3995,Great Lakes CC,19
3995,Houston F&S,4174
3995,Seattle F&S,895
3995,Tampa F&S,17538
3996,Atlanta F&S,497
3996,Baltimore F&S,431
3996,Fontana,2198
3996,Great Lakes CC,574
3996,Houston F&S,7140
3996,Seattle F&S,4332
3996,Tampa F&S,165
3997,Atlanta F&S,49736
3997,Baltimore F&S,4551
3997,Fontana,4302
3997,Great Lakes CC,1469
3997,Houston F&S,43049
3997,Sacramento Main,32
3997,Seattle F&S,7152
3997,Tampa F&S,67819
3997,USD Region Offices,974
3998,Atlanta F&S,7511
3998,Baltimore F&S,1326
3998,Fontana,3288
3998,Great Lakes CC,778
3998,Houston F&S,1400
3998,Sacramento Main,320
3998,Seattle F&S,1100
3998,Tampa F&S,6784
3998,Toronto F&S,5658
3999,Atlanta F&S,59077
3999,Baltimore F&S,1365
3999,Fontana,13968
3999,Great Lakes CC,1500
3999,Houston F&S,36680
3999,Sacramento Main,352
3999,Seattle F&S,10235
3999,Tampa F&S,84694
3999,Toronto F&S,490
40,Atlanta F&S,6
4000,Vancouver F&S,27
40002R,Houston F&S,2
40005L,Houston F&S,2
4001,Montreal F&S,180
4002,Montreal F&S,180
4003,Atlanta F&S,10000
4003,Houston F&S,400
4003,Tampa F&S,4700
4004,Atlanta F&S,217160
4004,Baltimore F&S,13128
4004,Fontana,67565
4004,Great Lakes CC,882
4004,Houston F&S,68827
4004,Sacramento Main,9239
4004,Seattle F&S,75795
4004,Tampa F&S,301057
4004,Vancouver F&S,76
4005,Atlanta F&S,216290
4005,Baltimore F&S,4011
4005,Fontana,68802
4005,Houston F&S,73349
4005,Sacramento Main,9224
4005,Seattle F&S,67325
4005,Tampa F&S,282685
4005,USD Region Offices,482
4005,Vancouver F&S,76
4006,Baltimore F&S,1500
4011,Atlanta F&S,9905
4011,Baltimore F&S,9769
4011,Edmonton F&S,35842
4011,Fontana,30451
4011,Great Lakes CC,14278
4011,Houston F&S,114901
4011,Linden,1191
4011,Montreal F&S,50409
4011,Sacramento Main,34121
4011,Seattle F&S,98315
4011,Tampa F&S,86833
4011,Toronto F&S,175632
4011,USD Region Offices,39056
4011,Vancouver F&S,8757
4012,Atlanta F&S,315
4012,Great Lakes CC,722
4012,Houston F&S,630
4012,Montreal F&S,120
4012,Seattle F&S,258
4012,Tampa F&S,13
4013,Atlanta F&S,710
4013,Baltimore F&S,247
4013,Edmonton F&S,3740
4013,Fontana,1783
4013,Great Lakes CC,1658
4013,Montreal F&S,667
4013,Seattle F&S,2502
4013,Tampa F&S,1430
4013,Toronto F&S,10543
4013B,Toronto F&S,10000
4014,Montreal F&S,4960
401X1,Houston F&S,458
401X5,USD Region Offices,1157
401X6,USD Region Offices,9425
401X9,USD Region Offices,137
40202,Houston F&S,9
4021,Atlanta F&S,131
4021,Baltimore F&S,17305
4021,Edmonton F&S,112
4021,Fontana,1552
4021,Great Lakes CC,2604
4021,Houston F&S,2040
4021,Montreal F&S,130
4021,Sacramento Main,4989
4021,Seattle F&S,5867
4021,Tampa F&S,902
4021,Toronto F&S,44569
4021,Vancouver F&S,6336
403,Atlanta F&S,225
40306,Houston F&S,171
40314T,Houston F&S,2
403X1,Edmonton F&S,186
403X2,Edmonton F&S,376
403X5,USD Region Offices,626
404,Toronto F&S,26
4045,Atlanta F&S,167163
4045,Baltimore F&S,149455
4045,Edmonton F&S,1400
4045,Fontana,41407
4045,Great Lakes CC,11150
4045,Houston F&S,34488
4045,Linden,950
4045,Montreal F&S,24381
4045,Sacramento Main,6139
4045,Seattle F&S,47600
4045,Tampa F&S,154633
4045,Toronto F&S,204342
4045,USD Region Offices,2562
4045,Vancouver F&S,1000
4046,Atlanta F&S,95211
4046,Baltimore F&S,50109
4046,Edmonton F&S,63278
4046,Fontana,103897
4046,Great Lakes CC,18561
4046,Houston F&S,76858
4046,Linden,3782
4046,Montreal F&S,69139
4046,Sacramento Main,18675
4046,Seattle F&S,112560
4046,Tampa F&S,185262
4046,Toronto F&S,55301
4046,USD Region Offices,5020
4046,Vancouver F&S,13728
4046U,Baltimore F&S,23766
4046U,Edmonton F&S,30350
4046U,Great Lakes CC,17400
4046U,Linden,300
4046U,Vancouver F&S,14930
404X1,Edmonton F&S,122
404X1,Houston F&S,28
404X3,Edmonton F&S,33
404X3,Houston F&S,124
404X5,Edmonton F&S,3410
404X5,Houston F&S,60
404X5,Seattle F&S,2
404X5,USD Region Offices,430
4054,Atlanta F&S,11
4054,Fontana,345
4054,Seattle F&S,213
4054,Tampa F&S,106
4056,Fontana,492
4056,Houston F&S,16
4056,Seattle F&S,1354
406,Atlanta F&S,66
4060,Atlanta F&S,73115
4060,Houston F&S,41346
4060,Seattle F&S,370
4060,Tampa F&S,300
4061,Atlanta F&S,4054
4062,Atlanta F&S,18
4063,Atlanta F&S,14
4063,Houston F&S,320
4063,Tampa F&S,480
4068,Atlanta F&S,19
4070,Atlanta F&S,61
4070,Houston F&S,144
4074,Atlanta F&S,67
4074,Houston F&S,19
4074,Tampa F&S,10
4075,Atlanta F&S,75
4075,Houston F&S,23
4075,Tampa F&S,12
408,Atlanta F&S,603
408,Houston F&S,352
408,Tampa F&S,6
40802,Baltimore F&S,17
40802,Houston F&S,24
40802,USD Region Offices,72
4087,Atlanta F&S,35704
4087,Baltimore F&S,500
4087,Houston F&S,89140
4087,Seattle F&S,10233
4087,Tampa F&S,98165
408780,Baltimore F&S,9
409,Atlanta F&S,1230
409,Houston F&S,67
409X1,Sacramento Main,23
409X1,Seattle F&S,14
409X2,Houston F&S,78
409X2,Sacramento Main,29
409X2,Seattle F&S,14
41,Atlanta F&S,50
41,Toronto F&S,14
410,Atlanta F&S,1212
410,Houston F&S,186
410,Montreal F&S,45
410X4,Houston F&S,6
411,Atlanta F&S,857
411,Houston F&S,12
4117,Houston F&S,92
4119,Fontana,477
4119,Houston F&S,100
4119,Seattle F&S,238
412,Atlanta F&S,146
412,Houston F&S,52
4121,Atlanta F&S,14575
4121,Baltimore F&S,4036
4121,Fontana,44702
4121,Great Lakes CC,3801
4121,Houston F&S,7571
4121,Montreal F&S,54000
4121,Sacramento Main,10377
4121,Seattle F&S,64242
4121,Tampa F&S,5532
4121,Toronto F&S,20099
4121,Vancouver F&S,100
416,Atlanta F&S,8
417,Atlanta F&S,64
417,Great Lakes CC,8
418,Atlanta F&S,254
4191,Atlanta F&S,1564
4191,Baltimore F&S,45
4191,Edmonton F&S,27
4191,Fontana,231
4191,Great Lakes CC,128
4191,Houston F&S,276
4191,Seattle F&S,777
4191,Tampa F&S,498
4191,USD Region Offices,11250
42,Atlanta F&S,194
42,Houston F&S,300
42,Toronto F&S,2
420,Atlanta F&S,172
420000,Baltimore F&S,510
422,Atlanta F&S,71
4237,Tampa F&S,150
4239,Atlanta F&S,2064
4239,Fontana,1216
4239,Houston F&S,1745
4239,Seattle F&S,798
4239,Tampa F&S,2132
424,Atlanta F&S,1904
425,Atlanta F&S,910
425,Houston F&S,6
4253,Houston F&S,52
4257,Seattle F&S,135
426,Atlanta F&S,435
427,Atlanta F&S,1046
427,Houston F&S,22
428,Atlanta F&S,738
428,Houston F&S,12
429,Atlanta F&S,919
429,Houston F&S,1
43,Atlanta F&S,4
43,Toronto F&S,29
430,Atlanta F&S,62
4351,Baltimore F&S,181
4351,Edmonton F&S,19588
4351,Fontana,4864
4351,Sacramento Main,340
4351,Tampa F&S,14491
4351,Toronto F&S,60
4351,USD Region Offices,400
4351,Vancouver F&S,12646
4352,Atlanta F&S,4612
4352,Baltimore F&S,19818
4352,Edmonton F&S,26
4352,Fontana,17142
4352,Great Lakes CC,1428
4352,Houston F&S,26270
4352,Linden,1525
4352,Sacramento Main,1367
4352,Seattle F&S,9927
4352,Tampa F&S,13920
4352,Toronto F&S,7260
4352,USD Region Offices,1228
4353,Atlanta F&S,90
4353,Baltimore F&S,276
4353,Fontana,475
4353,Montreal F&S,1444
4353,USD Region Offices,104
4354,Baltimore F&S,402
4354,Edmonton F&S,15
4354,Fontana,1637
4354,Great Lakes CC,332
4354,Houston F&S,959
4354,Montreal F&S,589
4354,Sacramento Main,149
4354,Seattle F&S,874
4354,Tampa F&S,6200
4354,Toronto F&S,8397
4354,USD Region Offices,310
4354,Vancouver F&S,288
4355,Atlanta F&S,446
4355,Fontana,601
4355,Montreal F&S,4240
4355,Sacramento Main,306
4355,Tampa F&S,9216
4355,Toronto F&S,1970
4355,Vancouver F&S,1356
436,Atlanta F&S,227
436,Edmonton F&S,258
436,Fontana,5
436,Houston F&S,1222
436,Montreal F&S,500
436,Tampa F&S,500
436,Toronto F&S,2724
436,Vancouver F&S,253
4361,Atlanta F&S,500
4361,Baltimore F&S,836
4361,Edmonton F&S,75
4361,Fontana,22082
4361,Houston F&S,60522
4361,Linden,100
4361,Montreal F&S,8153
4361,Sacramento Main,738
4361,Seattle F&S,560
4361,Tampa F&S,44283
4361,Toronto F&S,107691
4361,Vancouver F&S,915
4362,Atlanta F&S,9223
4362,Baltimore F&S,2327
4362,Edmonton F&S,3888
4362,Fontana,7581
