InventoryDate,ItemCode,Branch,InventoryQuantity
1/1/18,10,USD Region Offices,100
1/1/18,11,Atlanta F&S,4637
1/1/18,11,Baltimore F&S,6837
1/1/18,11,Edmonton F&S,1277
1/1/18,11,Fontana,4465
1/1/18,11,Great Lakes CC,1854
1/1/18,11,Houston F&S,1024
1/1/18,11,Montreal F&S,4075
1/1/18,11,Sacramento Main,474
1/1/18,11,Seattle F&S,6119
1/1/18,11,Tampa F&S,8947
1/1/18,11,Toronto F&S,18424
1/1/18,11,USD Region Offices,46
1/1/18,11,Vancouver F&S,1047
1/1/18,12,Atlanta F&S,6795
1/1/18,12,Baltimore F&S,5364
1/1/18,12,Edmonton F&S,2939
1/1/18,12,Fontana,3486
1/1/18,12,Great Lakes CC,1992
1/1/18,12,Houston F&S,2043
1/1/18,12,Montreal F&S,2733
1/1/18,12,Sacramento Main,869
1/1/18,12,Seattle F&S,3939
1/1/18,12,Tampa F&S,14476
1/1/18,12,Toronto F&S,26730
1/1/18,12,USD Region Offices,134
1/1/18,12,Vancouver F&S,1802
1/1/18,13,Atlanta F&S,1024
1/1/18,13,Baltimore F&S,39
1/1/18,13,Edmonton F&S,1536
1/1/18,13,Toronto F&S,19020
1/1/18,13,USD Region Offices,214
1/1/18,14,Atlanta F&S,6090
1/1/18,14,Baltimore F&S,5795
1/1/18,14,Edmonton F&S,4910
1/1/18,14,Fontana,5042
1/1/18,14,Great Lakes CC,1764
1/1/18,14,Houston F&S,3275
1/1/18,14,Montreal F&S,3305
1/1/18,14,Sacramento Main,677
1/1/18,14,Seattle F&S,7181
1/1/18,14,Tampa F&S,8925
1/1/18,14,Toronto F&S,36427
1/1/18,14,Vancouver F&S,1500
1/1/18,15,Atlanta F&S,3113
1/1/18,15,Baltimore F&S,5483
1/1/18,15,Edmonton F&S,9021
1/1/18,15,Fontana,2096
1/1/18,15,Great Lakes CC,1036
1/1/18,15,Houston F&S,1144
1/1/18,15,Montreal F&S,1937
1/1/18,15,Sacramento Main,301
1/1/18,15,Seattle F&S,2518
1/1/18,15,Tampa F&S,4902
1/1/18,15,Toronto F&S,53306
1/1/18,15,USD Region Offices,158
1/1/18,15,Vancouver F&S,1335
1/1/18,16,Atlanta F&S,5229
1/1/18,16,Baltimore F&S,5279
1/1/18,16,Edmonton F&S,7151
1/1/18,16,Fontana,3738
1/1/18,16,Great Lakes CC,1061
1/1/18,16,Houston F&S,2030
1/1/18,16,Montreal F&S,4320
1/1/18,16,Sacramento Main,377
1/1/18,16,Seattle F&S,3703
1/1/18,16,Tampa F&S,8246
1/1/18,16,Toronto F&S,60361
1/1/18,16,USD Region Offices,196
1/1/18,16,Vancouver F&S,1735
1/1/18,17,Atlanta F&S,3685
1/1/18,17,Baltimore F&S,8073
1/1/18,17,Edmonton F&S,374
1/1/18,17,Fontana,1719
1/1/18,17,Great Lakes CC,508
1/1/18,17,Houston F&S,2131
1/1/18,17,Montreal F&S,1237
1/1/18,17,Sacramento Main,902
1/1/18,17,Seattle F&S,2435
1/1/18,17,Tampa F&S,8548
1/1/18,17,Toronto F&S,7226
1/1/18,17,USD Region Offices,124
1/1/18,17,Vancouver F&S,21
1/1/18,18,Fontana,30
1/1/18,18,Toronto F&S,42
1/1/18,19,Fontana,9
1/1/18,19,Toronto F&S,735
1/1/18,20,Fontana,8
1/1/18,21,Fontana,14
1/1/18,21,Toronto F&S,834
1/1/18,22,Fontana,17
1/1/18,23,Fontana,21
1/1/18,23,Toronto F&S,20
1/1/18,24,Fontana,3
1/1/18,25,Fontana,14
1/1/18,25,Toronto F&S,6
1/1/18,26,Fontana,3
1/1/18,27,Fontana,5
1/1/18,27,Toronto F&S,642
1/1/18,29,Fontana,8
1/1/18,29,Toronto F&S,176
1/1/18,30,Fontana,4
1/1/18,30,Toronto F&S,415
1/1/18,36,Atlanta F&S,276
1/1/18,36,Toronto F&S,42
1/1/18,36,USD Region Offices,690
1/1/18,37,Atlanta F&S,10
1/1/18,37,Fontana,12
1/1/18,37,Houston F&S,14
1/1/18,37,Toronto F&S,214
1/1/18,37,USD Region Offices,416
1/1/18,38,Atlanta F&S,30
1/1/18,38,Toronto F&S,6
1/1/18,38,USD Region Offices,724
1/1/18,39,Atlanta F&S,12
1/1/18,39,Fontana,15
1/1/18,39,Toronto F&S,72
1/1/18,39,USD Region Offices,182
1/1/18,39,Vancouver F&S,8
1/1/18,40,Atlanta F&S,6
1/1/18,41,Atlanta F&S,50
1/1/18,41,Toronto F&S,14
1/1/18,42,Atlanta F&S,194
1/1/18,42,Houston F&S,300
1/1/18,42,Toronto F&S,2
1/1/18,43,Atlanta F&S,4
1/1/18,43,Toronto F&S,29
1/1/18,45,Toronto F&S,82
1/1/18,46,Fontana,5
1/1/18,47,Atlanta F&S,6
1/1/18,47,Toronto F&S,62
1/1/18,55,Atlanta F&S,5
1/1/18,55,Baltimore F&S,6
1/1/18,55,Fontana,4
1/1/18,55,Great Lakes CC,14
1/1/18,55,Houston F&S,19
1/1/18,55,Sacramento Main,1
1/1/18,55,Seattle F&S,17
1/1/18,55,Tampa F&S,59
1/1/18,55,Toronto F&S,234
1/1/18,56,Atlanta F&S,11
1/1/18,56,Edmonton F&S,1
1/1/18,56,Fontana,6
1/1/18,56,Houston F&S,3
1/1/18,56,Montreal F&S,2
1/1/18,56,Sacramento Main,1
1/1/18,56,Seattle F&S,30
1/1/18,56,Tampa F&S,24
1/1/18,56,Toronto F&S,298
1/1/18,56,Vancouver F&S,4
1/1/18,57,Atlanta F&S,70
1/1/18,57,Baltimore F&S,21
1/1/18,57,Edmonton F&S,2
1/1/18,57,Fontana,11
1/1/18,57,Great Lakes CC,1
1/1/18,57,Houston F&S,24
1/1/18,57,Montreal F&S,30
1/1/18,57,Sacramento Main,8
1/1/18,57,Seattle F&S,42
1/1/18,57,Tampa F&S,53
1/1/18,57,Toronto F&S,186
1/1/18,58,Atlanta F&S,40
1/1/18,58,Baltimore F&S,2
1/1/18,58,Fontana,4
1/1/18,58,Great Lakes CC,20
1/1/18,58,Houston F&S,10
1/1/18,58,Montreal F&S,44
1/1/18,58,Sacramento Main,9
1/1/18,58,Seattle F&S,44
1/1/18,58,Tampa F&S,56
1/1/18,58,Toronto F&S,101
1/1/18,58,Vancouver F&S,2
1/1/18,59,Atlanta F&S,31
1/1/18,59,Baltimore F&S,8
1/1/18,59,Fontana,7
1/1/18,59,Great Lakes CC,2
1/1/18,59,Houston F&S,14
1/1/18,59,Sacramento Main,8
1/1/18,59,Seattle F&S,19
1/1/18,59,Tampa F&S,40
1/1/18,59,Toronto F&S,431
1/1/18,60,Toronto F&S,1202
1/1/18,62,Atlanta F&S,834
1/1/18,62,Baltimore F&S,1243
1/1/18,62,Edmonton F&S,3481
1/1/18,62,Fontana,2464
1/1/18,62,Great Lakes CC,414
1/1/18,62,Houston F&S,805
1/1/18,62,Montreal F&S,1384
1/1/18,62,Sacramento Main,1241
1/1/18,62,Seattle F&S,1263
1/1/18,62,Tampa F&S,2396
1/1/18,62,Toronto F&S,1538
1/1/18,62,USD Region Offices,100
1/1/18,62,Vancouver F&S,1514
1/1/18,63,Atlanta F&S,1046
1/1/18,63,Baltimore F&S,1091
1/1/18,63,Edmonton F&S,1672
1/1/18,63,Fontana,472
1/1/18,63,Great Lakes CC,24
1/1/18,63,Houston F&S,740
1/1/18,63,Montreal F&S,1443
1/1/18,63,Sacramento Main,127
1/1/18,63,Seattle F&S,1848
1/1/18,63,Tampa F&S,1111
1/1/18,63,Toronto F&S,771
1/1/18,63,USD Region Offices,244
1/1/18,63,Vancouver F&S,180
1/1/18,65,Sacramento Main,2
1/1/18,65,Seattle F&S,180
1/1/18,66,Atlanta F&S,2328
1/1/18,66,Baltimore F&S,1307
1/1/18,66,Edmonton F&S,1360
1/1/18,66,Fontana,1493
1/1/18,66,Great Lakes CC,91
1/1/18,66,Houston F&S,516
1/1/18,66,Linden,100
1/1/18,66,Montreal F&S,655
1/1/18,66,Sacramento Main,116
1/1/18,66,Seattle F&S,1071
1/1/18,66,Tampa F&S,2145
1/1/18,66,Toronto F&S,1741
1/1/18,66,USD Region Offices,32
1/1/18,66,Vancouver F&S,5
1/1/18,67,Atlanta F&S,2891
1/1/18,67,Baltimore F&S,824
1/1/18,67,Edmonton F&S,224
1/1/18,67,Fontana,1786
1/1/18,67,Great Lakes CC,110
1/1/18,67,Houston F&S,548
1/1/18,67,Montreal F&S,435
1/1/18,67,Sacramento Main,131
1/1/18,67,Seattle F&S,654
1/1/18,67,Tampa F&S,1317
1/1/18,67,Toronto F&S,1120
1/1/18,67,USD Region Offices,144
1/1/18,68,Atlanta F&S,1333
1/1/18,68,Baltimore F&S,999
1/1/18,68,Edmonton F&S,55
1/1/18,68,Fontana,675
1/1/18,68,Great Lakes CC,145
1/1/18,68,Houston F&S,489
1/1/18,68,Montreal F&S,258
1/1/18,68,Sacramento Main,437
1/1/18,68,Seattle F&S,445
1/1/18,68,Tampa F&S,2094
1/1/18,68,Toronto F&S,402
1/1/18,68,USD Region Offices,12
1/1/18,69,Atlanta F&S,625
1/1/18,69,Baltimore F&S,220
1/1/18,69,Edmonton F&S,184
1/1/18,69,Fontana,356
1/1/18,69,Great Lakes CC,88
1/1/18,69,Houston F&S,115
1/1/18,69,Montreal F&S,352
1/1/18,69,Sacramento Main,66
1/1/18,69,Seattle F&S,385
1/1/18,69,Tampa F&S,1323
1/1/18,69,Toronto F&S,778
1/1/18,69,USD Region Offices,4
1/1/18,71,Atlanta F&S,1183
1/1/18,71,Baltimore F&S,366
1/1/18,71,Edmonton F&S,220
1/1/18,71,Fontana,1394
1/1/18,71,Great Lakes CC,245
1/1/18,71,Houston F&S,856
1/1/18,71,Montreal F&S,832
1/1/18,71,Sacramento Main,179
1/1/18,71,Seattle F&S,968
1/1/18,71,Tampa F&S,1450
1/1/18,71,Toronto F&S,7710
1/1/18,71,USD Region Offices,524
1/1/18,71,Vancouver F&S,4
1/1/18,85,Atlanta F&S,2946
1/1/18,85,Baltimore F&S,2171
1/1/18,85,Edmonton F&S,5135
1/1/18,85,Fontana,3245
1/1/18,85,Great Lakes CC,913
1/1/18,85,Houston F&S,1319
1/1/18,85,Montreal F&S,5096
1/1/18,85,Sacramento Main,476
1/1/18,85,Seattle F&S,3159
1/1/18,85,Tampa F&S,4503
1/1/18,85,Toronto F&S,33983
1/1/18,85,USD Region Offices,1252
1/1/18,85,Vancouver F&S,990
1/1/18,87,Atlanta F&S,8
1/1/18,87,Fontana,7
1/1/18,87,Houston F&S,2
1/1/18,87,Montreal F&S,16
1/1/18,87,Sacramento Main,142
1/1/18,87,Seattle F&S,19
1/1/18,87,Tampa F&S,25
1/1/18,87,Toronto F&S,137
1/1/18,88,Atlanta F&S,43
1/1/18,88,Baltimore F&S,17
1/1/18,88,Fontana,45
1/1/18,88,Houston F&S,14
1/1/18,88,Montreal F&S,12
1/1/18,88,Sacramento Main,11
1/1/18,88,Seattle F&S,76
1/1/18,88,Tampa F&S,46
1/1/18,88,Toronto F&S,125
1/1/18,89,Atlanta F&S,1
1/1/18,89,Houston F&S,28
1/1/18,89,Montreal F&S,2
1/1/18,89,Seattle F&S,22
1/1/18,89,Tampa F&S,3
1/1/18,90,Fontana,7
1/1/18,90,Great Lakes CC,41
1/1/18,90,Houston F&S,4
1/1/18,90,Seattle F&S,12
1/1/18,90,Toronto F&S,124
1/1/18,91,Fontana,10
1/1/18,91,Great Lakes CC,1
1/1/18,91,Montreal F&S,4
1/1/18,91,Sacramento Main,4
1/1/18,91,Seattle F&S,9
1/1/18,91,Toronto F&S,177
1/1/18,92,Fontana,1
1/1/18,92,Great Lakes CC,5
1/1/18,92,Houston F&S,16
1/1/18,92,Montreal F&S,4
1/1/18,92,Sacramento Main,1
1/1/18,92,Seattle F&S,31
1/1/18,92,Tampa F&S,66
1/1/18,92,Toronto F&S,375
1/1/18,93,Atlanta F&S,16
1/1/18,93,Edmonton F&S,25
1/1/18,93,Great Lakes CC,41
1/1/18,93,Houston F&S,1
1/1/18,93,Montreal F&S,2
1/1/18,93,Sacramento Main,14
1/1/18,93,Seattle F&S,26
1/1/18,93,Tampa F&S,30
1/1/18,93,Toronto F&S,299
1/1/18,94,Edmonton F&S,10
1/1/18,94,Fontana,25
1/1/18,94,Great Lakes CC,33
1/1/18,94,Houston F&S,16
1/1/18,94,Montreal F&S,16
1/1/18,94,Sacramento Main,14
1/1/18,94,Seattle F&S,111
1/1/18,94,Tampa F&S,24
1/1/18,94,Toronto F&S,344
1/1/18,95,Toronto F&S,5
1/1/18,96,Atlanta F&S,21
1/1/18,96,Edmonton F&S,1
1/1/18,96,Fontana,48
1/1/18,96,Great Lakes CC,168
1/1/18,96,Houston F&S,21
1/1/18,96,Montreal F&S,20
1/1/18,96,Sacramento Main,1
1/1/18,96,Seattle F&S,26
1/1/18,96,Tampa F&S,48
1/1/18,96,Toronto F&S,500
1/1/18,97,Fontana,11
1/1/18,97,Toronto F&S,4
1/1/18,98,Fontana,9
1/1/18,99,Fontana,11
1/1/18,100,Fontana,11
1/1/18,101,Fontana,60
1/1/18,101,Toronto F&S,165
1/1/18,102,Atlanta F&S,1
1/1/18,103,Atlanta F&S,292
1/1/18,103,Toronto F&S,10
1/1/18,104,Atlanta F&S,1
1/1/18,104,Toronto F&S,46
1/1/18,105,Atlanta F&S,34
1/1/18,105,Edmonton F&S,5
1/1/18,105,Toronto F&S,126
1/1/18,106,Toronto F&S,372
1/1/18,106,USD Region Offices,1264
1/1/18,106,Vancouver F&S,29
1/1/18,107,Toronto F&S,12
1/1/18,108,Atlanta F&S,38
1/1/18,108,Baltimore F&S,1050
1/1/18,108,Edmonton F&S,43
1/1/18,108,Fontana,350
1/1/18,108,Houston F&S,1917
1/1/18,108,Montreal F&S,100
1/1/18,108,Sacramento Main,70
1/1/18,108,Seattle F&S,227
1/1/18,108,Toronto F&S,30
1/1/18,109,Atlanta F&S,8219
1/1/18,109,Baltimore F&S,3154
1/1/18,109,Edmonton F&S,603
1/1/18,109,Fontana,1532
1/1/18,109,Great Lakes CC,160
1/1/18,109,Houston F&S,4013
1/1/18,109,Montreal F&S,1109
1/1/18,109,Sacramento Main,154
1/1/18,109,Seattle F&S,651
1/1/18,109,Tampa F&S,1200
1/1/18,109,Toronto F&S,2508
1/1/18,109,Vancouver F&S,12
1/1/18,111,Atlanta F&S,8683
1/1/18,111,Baltimore F&S,3937
1/1/18,111,Edmonton F&S,2513
1/1/18,111,Fontana,2761
1/1/18,111,Great Lakes CC,278
1/1/18,111,Houston F&S,6120
1/1/18,111,Montreal F&S,1572
1/1/18,111,Sacramento Main,156
1/1/18,111,Seattle F&S,1052
1/1/18,111,Tampa F&S,2113
1/1/18,111,Toronto F&S,26600
1/1/18,111,USD Region Offices,4
1/1/18,111,Vancouver F&S,213
1/1/18,112,Atlanta F&S,5427
1/1/18,112,Baltimore F&S,4302
1/1/18,112,Edmonton F&S,3296
1/1/18,112,Fontana,2737
1/1/18,112,Great Lakes CC,505
1/1/18,112,Houston F&S,2791
1/1/18,112,Montreal F&S,2859
1/1/18,112,Sacramento Main,1
1/1/18,112,Seattle F&S,1579
1/1/18,112,Tampa F&S,2435
1/1/18,112,Toronto F&S,26634
1/1/18,112,USD Region Offices,1154
1/1/18,112,Vancouver F&S,327
1/1/18,113,Atlanta F&S,2584
1/1/18,113,Baltimore F&S,2866
1/1/18,113,Edmonton F&S,2712
1/1/18,113,Fontana,3359
1/1/18,113,Great Lakes CC,652
1/1/18,113,Houston F&S,1967
1/1/18,113,Linden,60
1/1/18,113,Montreal F&S,1386
1/1/18,113,Sacramento Main,635
1/1/18,113,Seattle F&S,1201
1/1/18,113,Tampa F&S,3954
1/1/18,113,Toronto F&S,32419
1/1/18,113,USD Region Offices,630
1/1/18,113,Vancouver F&S,120
1/1/18,114,Toronto F&S,8
1/1/18,115,Atlanta F&S,3551
1/1/18,115,Baltimore F&S,3797
1/1/18,115,Edmonton F&S,4921
1/1/18,115,Fontana,2743
1/1/18,115,Great Lakes CC,786
1/1/18,115,Houston F&S,1393
1/1/18,115,Montreal F&S,1764
1/1/18,115,Sacramento Main,466
1/1/18,115,Seattle F&S,4277
1/1/18,115,Tampa F&S,3480
1/1/18,115,Toronto F&S,28059
1/1/18,115,USD Region Offices,1141
1/1/18,115,Vancouver F&S,298
1/1/18,116,Tampa F&S,6
1/1/18,119,Atlanta F&S,529
1/1/18,119,Baltimore F&S,205
1/1/18,119,Edmonton F&S,245
1/1/18,119,Fontana,1205
1/1/18,119,Great Lakes CC,216
1/1/18,119,Houston F&S,348
1/1/18,119,Linden,49
1/1/18,119,Montreal F&S,779
1/1/18,119,Sacramento Main,285
1/1/18,119,Seattle F&S,1949
1/1/18,119,Tampa F&S,1224
1/1/18,119,Toronto F&S,8300
1/1/18,119,USD Region Offices,2
1/1/18,119,Vancouver F&S,628
1/1/18,120,Seattle F&S,69
1/1/18,121,Baltimore F&S,15
1/1/18,121,Edmonton F&S,90
1/1/18,121,Fontana,43
1/1/18,121,Great Lakes CC,475
1/1/18,121,Houston F&S,56
1/1/18,121,Montreal F&S,741
1/1/18,121,Sacramento Main,4
1/1/18,121,Toronto F&S,4453
1/1/18,121,Vancouver F&S,40
1/1/18,122,Atlanta F&S,54
1/1/18,122,Baltimore F&S,14
1/1/18,122,Fontana,1958
1/1/18,122,Great Lakes CC,157
1/1/18,122,Houston F&S,224
1/1/18,122,Montreal F&S,912
1/1/18,122,Sacramento Main,1263
1/1/18,122,Seattle F&S,2790
1/1/18,122,Tampa F&S,256
1/1/18,122,Toronto F&S,4103
1/1/18,122,USD Region Offices,194
1/1/18,122,Vancouver F&S,2
1/1/18,123,Edmonton F&S,24
1/1/18,123,Fontana,2461
1/1/18,123,Great Lakes CC,73
1/1/18,123,Houston F&S,80
1/1/18,123,Montreal F&S,2149
1/1/18,123,Sacramento Main,206
1/1/18,123,Seattle F&S,1688
1/1/18,123,Tampa F&S,116
1/1/18,123,Toronto F&S,8015
1/1/18,123,USD Region Offices,824
1/1/18,123,Vancouver F&S,236
1/1/18,124,Atlanta F&S,6
1/1/18,124,Edmonton F&S,24
1/1/18,124,Fontana,397
1/1/18,124,Houston F&S,37
1/1/18,124,Linden,16
1/1/18,124,Montreal F&S,714
1/1/18,124,Sacramento Main,567
1/1/18,124,Seattle F&S,704
1/1/18,124,Toronto F&S,1793
1/1/18,124,USD Region Offices,74
1/1/18,124,Vancouver F&S,434
1/1/18,125,Baltimore F&S,50
1/1/18,125,Fontana,6
1/1/18,125,Montreal F&S,110
1/1/18,125,Seattle F&S,346
1/1/18,125,Tampa F&S,365
1/1/18,125,Toronto F&S,436
1/1/18,125,USD Region Offices,14
1/1/18,126,Atlanta F&S,36
1/1/18,126,Baltimore F&S,102
1/1/18,126,Fontana,283
1/1/18,126,Great Lakes CC,76
1/1/18,126,Houston F&S,98
1/1/18,126,Linden,120
1/1/18,126,Montreal F&S,1906
1/1/18,126,Sacramento Main,724
1/1/18,126,Seattle F&S,1341
1/1/18,126,Tampa F&S,8
1/1/18,126,Toronto F&S,5359
1/1/18,126,Vancouver F&S,840
1/1/18,127,Edmonton F&S,24
1/1/18,127,Fontana,516
1/1/18,127,Montreal F&S,726
1/1/18,127,Sacramento Main,98
1/1/18,127,Seattle F&S,490
1/1/18,127,Toronto F&S,528
1/1/18,127,USD Region Offices,146
1/1/18,127,Vancouver F&S,388
1/1/18,128,Atlanta F&S,45
1/1/18,128,Baltimore F&S,59
1/1/18,128,Edmonton F&S,18
1/1/18,128,Fontana,1881
1/1/18,128,Great Lakes CC,83
1/1/18,128,Houston F&S,28
1/1/18,128,Montreal F&S,533
1/1/18,128,Sacramento Main,576
1/1/18,128,Seattle F&S,962
1/1/18,128,Tampa F&S,134
1/1/18,128,Toronto F&S,5118
1/1/18,128,USD Region Offices,362
1/1/18,128,Vancouver F&S,213
1/1/18,129,Atlanta F&S,7
1/1/18,129,Baltimore F&S,145
1/1/18,129,Tampa F&S,12
1/1/18,129,Toronto F&S,2092
1/1/18,130,Baltimore F&S,72
1/1/18,130,Edmonton F&S,78
1/1/18,130,Fontana,4816
1/1/18,130,Great Lakes CC,136
1/1/18,130,Houston F&S,346
1/1/18,130,Montreal F&S,8576
1/1/18,130,Sacramento Main,1584
1/1/18,130,Seattle F&S,4547
1/1/18,130,Tampa F&S,120
1/1/18,130,Toronto F&S,19154
1/1/18,130,USD Region Offices,150
1/1/18,130,Vancouver F&S,2648
1/1/18,131,Fontana,467
1/1/18,131,Great Lakes CC,20
1/1/18,131,Houston F&S,49
1/1/18,131,Montreal F&S,474
1/1/18,131,Sacramento Main,103
1/1/18,131,Seattle F&S,532
1/1/18,131,Toronto F&S,3926
1/1/18,131,Vancouver F&S,443
1/1/18,132,Seattle F&S,5
1/1/18,132,Toronto F&S,86
1/1/18,133,Seattle F&S,48
1/1/18,133,Toronto F&S,133
1/1/18,134,Seattle F&S,35
1/1/18,134,Toronto F&S,166
1/1/18,135,Montreal F&S,59
1/1/18,135,Seattle F&S,8
1/1/18,135,Toronto F&S,1514
1/1/18,136,Edmonton F&S,13
1/1/18,136,Fontana,1290
1/1/18,136,Houston F&S,204
1/1/18,136,Montreal F&S,914
1/1/18,136,Sacramento Main,76
1/1/18,136,Seattle F&S,585
1/1/18,136,Tampa F&S,24
1/1/18,136,Toronto F&S,5776
1/1/18,136,USD Region Offices,114
1/1/18,136,Vancouver F&S,65
1/1/18,137,Atlanta F&S,38
1/1/18,137,Edmonton F&S,18
1/1/18,137,Fontana,29
1/1/18,137,Great Lakes CC,27
1/1/18,137,Houston F&S,29
1/1/18,137,Montreal F&S,25
1/1/18,137,Sacramento Main,16
1/1/18,137,Tampa F&S,208
1/1/18,137,Toronto F&S,473
1/1/18,137,USD Region Offices,8
1/1/18,137,Vancouver F&S,8
1/1/18,138,Vancouver F&S,1
1/1/18,139,Atlanta F&S,20
1/1/18,139,Edmonton F&S,3
1/1/18,139,Fontana,109
1/1/18,139,Houston F&S,16
1/1/18,139,Montreal F&S,6
1/1/18,139,Sacramento Main,18
1/1/18,139,Seattle F&S,89
1/1/18,139,Tampa F&S,2
1/1/18,139,Toronto F&S,339
1/1/18,139,USD Region Offices,68
1/1/18,139,Vancouver F&S,2
1/1/18,140,Atlanta F&S,14
1/1/18,140,Edmonton F&S,7
1/1/18,140,Fontana,102
1/1/18,140,Montreal F&S,47
1/1/18,140,Sacramento Main,12
1/1/18,140,Seattle F&S,73
1/1/18,140,Tampa F&S,25
1/1/18,140,Toronto F&S,399
1/1/18,140,USD Region Offices,12
1/1/18,140,Vancouver F&S,13
1/1/18,141,Atlanta F&S,20
1/1/18,141,Fontana,2
1/1/18,141,Montreal F&S,34
1/1/18,141,Sacramento Main,3
1/1/18,141,Seattle F&S,62
1/1/18,141,Toronto F&S,185
1/1/18,142,Atlanta F&S,31
1/1/18,142,Tampa F&S,4
1/1/18,143,Toronto F&S,2
1/1/18,144,Atlanta F&S,8
1/1/18,144,Baltimore F&S,9
1/1/18,144,Edmonton F&S,8
1/1/18,144,Fontana,462
1/1/18,144,Great Lakes CC,47
1/1/18,144,Houston F&S,74
1/1/18,144,Montreal F&S,141
1/1/18,144,Sacramento Main,84
1/1/18,144,Seattle F&S,242
1/1/18,144,Toronto F&S,2515
1/1/18,144,USD Region Offices,30
1/1/18,144,Vancouver F&S,75
1/1/18,145,Sacramento Main,23
1/1/18,145,Toronto F&S,2
1/1/18,146,Edmonton F&S,2
1/1/18,146,Fontana,89
1/1/18,146,Great Lakes CC,4
1/1/18,146,Montreal F&S,254
1/1/18,146,Seattle F&S,110
1/1/18,146,Toronto F&S,642
1/1/18,151,Tampa F&S,117
1/1/18,151,Toronto F&S,626
1/1/18,154,Seattle F&S,28
1/1/18,154,Toronto F&S,22
1/1/18,154,USD Region Offices,40
1/1/18,155,USD Region Offices,12
1/1/18,156,Great Lakes CC,72
1/1/18,156,Montreal F&S,57
1/1/18,156,Toronto F&S,2028
1/1/18,156,Vancouver F&S,177
1/1/18,157,Montreal F&S,10
1/1/18,157,Tampa F&S,24
1/1/18,157,Toronto F&S,5423
1/1/18,158,Toronto F&S,46
1/1/18,159,Tampa F&S,16
1/1/18,159,USD Region Offices,408
1/1/18,160,Fontana,1
1/1/18,160,Great Lakes CC,8
1/1/18,160,Montreal F&S,166
1/1/18,160,Seattle F&S,27
1/1/18,160,Toronto F&S,51
1/1/18,160,USD Region Offices,12
1/1/18,161,Fontana,3
1/1/18,161,Houston F&S,38
1/1/18,161,Seattle F&S,122
1/1/18,161,Tampa F&S,118
1/1/18,161,Toronto F&S,620
1/1/18,161,USD Region Offices,12
1/1/18,162,Seattle F&S,81
1/1/18,162,Toronto F&S,126
1/1/18,162,USD Region Offices,2
1/1/18,163,Great Lakes CC,22
1/1/18,163,Montreal F&S,367
1/1/18,163,Seattle F&S,32
1/1/18,163,Toronto F&S,4135
1/1/18,164,Baltimore F&S,48
1/1/18,164,Edmonton F&S,18
1/1/18,164,Montreal F&S,228
1/1/18,164,Sacramento Main,3
1/1/18,164,Seattle F&S,279
1/1/18,164,Toronto F&S,1092
1/1/18,164,USD Region Offices,564
1/1/18,164,Vancouver F&S,618
1/1/18,165,Toronto F&S,58
1/1/18,166,Fontana,21
1/1/18,166,Montreal F&S,81
1/1/18,166,Seattle F&S,18
1/1/18,166,Toronto F&S,105
1/1/18,166,USD Region Offices,2
1/1/18,167,USD Region Offices,2
1/1/18,168,Montreal F&S,43
1/1/18,168,Seattle F&S,23
1/1/18,169,Atlanta F&S,22
1/1/18,169,Baltimore F&S,16
1/1/18,169,Fontana,111
1/1/18,169,Great Lakes CC,2
1/1/18,169,Linden,2
1/1/18,169,Montreal F&S,859
1/1/18,169,Sacramento Main,32
1/1/18,169,Seattle F&S,106
1/1/18,169,Toronto F&S,348
1/1/18,169,USD Region Offices,36
1/1/18,169,Vancouver F&S,60
1/1/18,172,Montreal F&S,310
1/1/18,172,Seattle F&S,2
1/1/18,172,Toronto F&S,249
1/1/18,172,USD Region Offices,16
1/1/18,173,Fontana,21
1/1/18,173,USD Region Offices,26
1/1/18,174,Great Lakes CC,12
1/1/18,174,Seattle F&S,3
1/1/18,174,Toronto F&S,208
1/1/18,174,USD Region Offices,18
1/1/18,175,Fontana,5
1/1/18,175,Toronto F&S,22
1/1/18,176,Atlanta F&S,8
1/1/18,176,Houston F&S,18
1/1/18,176,Montreal F&S,6
1/1/18,176,Seattle F&S,36
1/1/18,176,Toronto F&S,235
1/1/18,177,Toronto F&S,34
1/1/18,179,USD Region Offices,662
1/1/18,180,USD Region Offices,154
1/1/18,181,USD Region Offices,194
1/1/18,182,USD Region Offices,50
1/1/18,183,USD Region Offices,56
1/1/18,185,USD Region Offices,172
1/1/18,186,USD Region Offices,232
1/1/18,187,USD Region Offices,28
1/1/18,189,Atlanta F&S,1005
1/1/18,189,Baltimore F&S,276
1/1/18,189,Fontana,1391
1/1/18,189,Great Lakes CC,338
1/1/18,189,Houston F&S,18
1/1/18,189,Linden,35
1/1/18,189,Montreal F&S,2
1/1/18,189,Sacramento Main,218
1/1/18,189,Seattle F&S,783
1/1/18,189,Tampa F&S,761
1/1/18,189,Toronto F&S,1577
1/1/18,189,USD Region Offices,1678
1/1/18,189,Vancouver F&S,12
1/1/18,190,Atlanta F&S,493
1/1/18,190,Baltimore F&S,39
1/1/18,190,Fontana,1490
1/1/18,190,Great Lakes CC,326
1/1/18,190,Houston F&S,74
1/1/18,190,Linden,32
1/1/18,190,Montreal F&S,25
1/1/18,190,Sacramento Main,239
1/1/18,190,Seattle F&S,1271
1/1/18,190,Tampa F&S,705
1/1/18,190,Toronto F&S,1034
1/1/18,190,USD Region Offices,288
1/1/18,191,Atlanta F&S,100
1/1/18,191,Baltimore F&S,356
